,id,task_id,user_id,mosquito_question_response,tiger_question_response,site_question_response,version_UUID,tiger_certainty_category,expert_id,site_certainty_category,photo,category_id
18,17,362,1,mosquito-yes,tiger-yes,site-no,d82e2514-3515-4d5b-96c5-d1dd7d0a7bfd,1.0,31,,tigapics/3f5c0f87-92b3-4e82-a5aa-b661be3a7731.jpg,4.0
19,17,362,1,mosquito-yes,tiger-yes,site-no,d82e2514-3515-4d5b-96c5-d1dd7d0a7bfd,1.0,18,,tigapics/3f5c0f87-92b3-4e82-a5aa-b661be3a7731.jpg,4.0
20,17,362,1,mosquito-yes,tiger-yes,site-no,d82e2514-3515-4d5b-96c5-d1dd7d0a7bfd,0.0,17,,tigapics/3f5c0f87-92b3-4e82-a5aa-b661be3a7731.jpg,9.0
21,24,369,1,mosquito-yes,tiger-yes,site-no,d917fe6d-2c58-4592-a65a-c2df55be05a2,2.0,31,,tigapics/17841612-34ca-4beb-bf0e-7f7a6a7f7a94.jpg,4.0
22,24,369,1,mosquito-yes,tiger-yes,site-no,d917fe6d-2c58-4592-a65a-c2df55be05a2,,25,,tigapics/17841612-34ca-4beb-bf0e-7f7a6a7f7a94.jpg,
23,24,369,1,mosquito-yes,tiger-yes,site-no,d917fe6d-2c58-4592-a65a-c2df55be05a2,1.0,18,,tigapics/17841612-34ca-4beb-bf0e-7f7a6a7f7a94.jpg,4.0
24,24,369,1,mosquito-yes,tiger-yes,site-no,d917fe6d-2c58-4592-a65a-c2df55be05a2,1.0,17,,tigapics/17841612-34ca-4beb-bf0e-7f7a6a7f7a94.jpg,4.0
25,25,370,1,mosquito-yes,tiger-unknown,site-no,3960be6a-5e50-4164-8e28-a02846223536,1.0,25,,tigapics/33f73e77-469c-4636-8fc2-11ab7e1d5cc7.jpg,4.0
26,25,370,1,mosquito-yes,tiger-unknown,site-no,3960be6a-5e50-4164-8e28-a02846223536,2.0,31,,tigapics/33f73e77-469c-4636-8fc2-11ab7e1d5cc7.jpg,4.0
27,25,370,1,mosquito-yes,tiger-unknown,site-no,3960be6a-5e50-4164-8e28-a02846223536,1.0,17,,tigapics/33f73e77-469c-4636-8fc2-11ab7e1d5cc7.jpg,4.0
28,25,370,1,mosquito-yes,tiger-unknown,site-no,3960be6a-5e50-4164-8e28-a02846223536,1.0,18,,tigapics/33f73e77-469c-4636-8fc2-11ab7e1d5cc7.jpg,4.0
29,29,374,1,mosquito-yes,tiger-yes,site-no,51048f8d-3da1-4e25-8824-5adaa813c57a,0.0,25,,tigapics/7a649175-aecb-4464-b530-4b49dc0ac055.jpg,9.0
30,29,374,1,mosquito-yes,tiger-yes,site-no,51048f8d-3da1-4e25-8824-5adaa813c57a,0.0,31,,tigapics/7a649175-aecb-4464-b530-4b49dc0ac055.jpg,9.0
31,29,374,1,mosquito-yes,tiger-yes,site-no,51048f8d-3da1-4e25-8824-5adaa813c57a,0.0,17,,tigapics/7a649175-aecb-4464-b530-4b49dc0ac055.jpg,9.0
32,29,374,1,mosquito-yes,tiger-yes,site-no,51048f8d-3da1-4e25-8824-5adaa813c57a,1.0,18,,tigapics/7a649175-aecb-4464-b530-4b49dc0ac055.jpg,4.0
33,30,375,1,mosquito-yes,tiger-unknown,site-no,1C9A6725-86CF-4901-9F14-FB0DB7278200,,23,,tigapics/1fb2759f-a058-440c-8031-439163b5548b.jpg,
34,30,375,1,mosquito-yes,tiger-unknown,site-no,1C9A6725-86CF-4901-9F14-FB0DB7278200,1.0,22,,tigapics/1fb2759f-a058-440c-8031-439163b5548b.jpg,4.0
35,30,375,1,mosquito-yes,tiger-unknown,site-no,1C9A6725-86CF-4901-9F14-FB0DB7278200,1.0,20,,tigapics/1fb2759f-a058-440c-8031-439163b5548b.jpg,4.0
36,30,375,1,mosquito-yes,tiger-unknown,site-no,1C9A6725-86CF-4901-9F14-FB0DB7278200,0.0,21,,tigapics/1fb2759f-a058-440c-8031-439163b5548b.jpg,9.0
37,32,377,1,mosquito-yes,tiger-yes,site-no,39a6748f-a6d1-4836-adaf-31c7b0eccf20,,25,,tigapics/7394b69d-e040-4f66-8b60-fcc3fb52fee2.jpg,
38,32,377,1,mosquito-yes,tiger-yes,site-no,39a6748f-a6d1-4836-adaf-31c7b0eccf20,1.0,31,,tigapics/7394b69d-e040-4f66-8b60-fcc3fb52fee2.jpg,4.0
39,32,377,1,mosquito-yes,tiger-yes,site-no,39a6748f-a6d1-4836-adaf-31c7b0eccf20,1.0,17,,tigapics/7394b69d-e040-4f66-8b60-fcc3fb52fee2.jpg,4.0
40,32,377,1,mosquito-yes,tiger-yes,site-no,39a6748f-a6d1-4836-adaf-31c7b0eccf20,1.0,18,,tigapics/7394b69d-e040-4f66-8b60-fcc3fb52fee2.jpg,4.0
41,33,378,1,mosquito-yes,tiger-yes,site-no,a79f24df-21b2-4223-a390-d73e827414c8,,25,,tigapics/07baff59-2d86-406d-8578-41965377eb97.jpg,
42,33,378,1,mosquito-yes,tiger-yes,site-no,a79f24df-21b2-4223-a390-d73e827414c8,0.0,31,,tigapics/07baff59-2d86-406d-8578-41965377eb97.jpg,9.0
43,33,378,1,mosquito-yes,tiger-yes,site-no,a79f24df-21b2-4223-a390-d73e827414c8,1.0,17,,tigapics/07baff59-2d86-406d-8578-41965377eb97.jpg,4.0
44,33,378,1,mosquito-yes,tiger-yes,site-no,a79f24df-21b2-4223-a390-d73e827414c8,2.0,18,,tigapics/07baff59-2d86-406d-8578-41965377eb97.jpg,4.0
45,36,381,1,mosquito-yes,tiger-yes,site-no,a7df9265-6aeb-43c2-bbc7-49bd9b3dcc9e,-2.0,31,,tigapics/63b089bb-d048-475d-b417-b0d9b96708fa.jpg,2.0
46,36,381,1,mosquito-yes,tiger-yes,site-no,a7df9265-6aeb-43c2-bbc7-49bd9b3dcc9e,0.0,25,,tigapics/63b089bb-d048-475d-b417-b0d9b96708fa.jpg,9.0
47,36,381,1,mosquito-yes,tiger-yes,site-no,a7df9265-6aeb-43c2-bbc7-49bd9b3dcc9e,1.0,18,,tigapics/63b089bb-d048-475d-b417-b0d9b96708fa.jpg,4.0
48,36,381,1,mosquito-yes,tiger-yes,site-no,a7df9265-6aeb-43c2-bbc7-49bd9b3dcc9e,0.0,17,,tigapics/63b089bb-d048-475d-b417-b0d9b96708fa.jpg,9.0
49,37,382,1,mosquito-yes,tiger-yes,site-no,4cbe6d8a-2002-4f7b-801e-83ffa27e50ef,,25,,tigapics/cba7076d-6082-4d8c-a190-bc304bff7f11.jpg,
50,37,382,1,mosquito-yes,tiger-yes,site-no,4cbe6d8a-2002-4f7b-801e-83ffa27e50ef,1.0,31,,tigapics/cba7076d-6082-4d8c-a190-bc304bff7f11.jpg,4.0
51,37,382,1,mosquito-yes,tiger-yes,site-no,4cbe6d8a-2002-4f7b-801e-83ffa27e50ef,0.0,17,,tigapics/cba7076d-6082-4d8c-a190-bc304bff7f11.jpg,9.0
52,37,382,1,mosquito-yes,tiger-yes,site-no,4cbe6d8a-2002-4f7b-801e-83ffa27e50ef,2.0,18,,tigapics/cba7076d-6082-4d8c-a190-bc304bff7f11.jpg,4.0
53,38,383,1,mosquito-unknown,undefined,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,0.0,25,,tigapics/bccfb7b9-3d35-4f68-bb8b-5ced24f34b2f.jpg,9.0
54,38,383,1,mosquito-unknown,undefined,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,0.0,31,,tigapics/bccfb7b9-3d35-4f68-bb8b-5ced24f34b2f.jpg,9.0
55,38,383,1,mosquito-unknown,undefined,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,0.0,17,,tigapics/bccfb7b9-3d35-4f68-bb8b-5ced24f34b2f.jpg,9.0
56,38,383,1,mosquito-unknown,undefined,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,1.0,18,,tigapics/bccfb7b9-3d35-4f68-bb8b-5ced24f34b2f.jpg,4.0
57,39,384,1,mosquito-unknown,undefined,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,0.0,25,,tigapics/d65c32ac-17fd-4386-b3c2-18756a62f911.jpg,9.0
58,39,384,1,mosquito-unknown,undefined,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,0.0,31,,tigapics/d65c32ac-17fd-4386-b3c2-18756a62f911.jpg,9.0
59,39,384,1,mosquito-unknown,undefined,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,0.0,17,,tigapics/d65c32ac-17fd-4386-b3c2-18756a62f911.jpg,9.0
60,39,384,1,mosquito-unknown,undefined,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,1.0,18,,tigapics/d65c32ac-17fd-4386-b3c2-18756a62f911.jpg,4.0
61,40,385,1,mosquito-unknown,undefined,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,0.0,25,,tigapics/e3e154d3-38d0-4197-aec5-ffcb8a0b6d4f.jpg,9.0
62,40,385,1,mosquito-unknown,undefined,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,0.0,31,,tigapics/e3e154d3-38d0-4197-aec5-ffcb8a0b6d4f.jpg,9.0
63,40,385,1,mosquito-unknown,undefined,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,0.0,17,,tigapics/e3e154d3-38d0-4197-aec5-ffcb8a0b6d4f.jpg,9.0
64,40,385,1,mosquito-unknown,undefined,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,1.0,18,,tigapics/e3e154d3-38d0-4197-aec5-ffcb8a0b6d4f.jpg,4.0
65,41,386,1,mosquito-yes,tiger-yes,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,0.0,25,,tigapics/4e4c5ced-0d48-4863-b513-75c212f7f85f.jpg,9.0
66,41,386,1,mosquito-yes,tiger-yes,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,0.0,31,,tigapics/4e4c5ced-0d48-4863-b513-75c212f7f85f.jpg,9.0
67,41,386,1,mosquito-yes,tiger-yes,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,0.0,17,,tigapics/4e4c5ced-0d48-4863-b513-75c212f7f85f.jpg,9.0
68,41,386,1,mosquito-yes,tiger-yes,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,1.0,18,,tigapics/4e4c5ced-0d48-4863-b513-75c212f7f85f.jpg,4.0
69,46,391,1,mosquito-yes,tiger-unknown,site-no,1BC3C9B0-8509-4718-93D3-F4DBF1BAE636,0.0,25,,tigapics/c43301e3-79d9-456d-938a-e703de07c318.jpg,9.0
70,46,391,1,mosquito-yes,tiger-unknown,site-no,1BC3C9B0-8509-4718-93D3-F4DBF1BAE636,0.0,31,,tigapics/c43301e3-79d9-456d-938a-e703de07c318.jpg,9.0
71,46,391,1,mosquito-yes,tiger-unknown,site-no,1BC3C9B0-8509-4718-93D3-F4DBF1BAE636,0.0,17,,tigapics/c43301e3-79d9-456d-938a-e703de07c318.jpg,9.0
72,46,391,1,mosquito-yes,tiger-unknown,site-no,1BC3C9B0-8509-4718-93D3-F4DBF1BAE636,1.0,18,,tigapics/c43301e3-79d9-456d-938a-e703de07c318.jpg,4.0
73,49,267,2,mosquito-no,undefined,site-no,5B9EAB0C-0853-438A-BF04-0F16C20FA99E,,24,,tigapics/da140c65-3c68-44aa-8da5-eccdb0d7a90b.jpg,
74,51,269,2,mosquito-yes,tiger-yes,site-no,80A9B32E-C49E-454F-9206-66C8576A8F88,0.0,25,,tigapics/ab380316-4f5d-4727-a721-d5dea580d2bd.jpg,9.0
75,51,269,2,mosquito-yes,tiger-yes,site-no,80A9B32E-C49E-454F-9206-66C8576A8F88,0.0,31,,tigapics/ab380316-4f5d-4727-a721-d5dea580d2bd.jpg,9.0
76,51,269,2,mosquito-yes,tiger-yes,site-no,80A9B32E-C49E-454F-9206-66C8576A8F88,1.0,18,,tigapics/ab380316-4f5d-4727-a721-d5dea580d2bd.jpg,4.0
77,51,269,2,mosquito-yes,tiger-yes,site-no,80A9B32E-C49E-454F-9206-66C8576A8F88,0.0,17,,tigapics/ab380316-4f5d-4727-a721-d5dea580d2bd.jpg,9.0
78,53,271,2,mosquito-yes,tiger-yes,site-no,69684d81-5ef7-4d4e-9da8-a8d9d0baa5db,0.0,25,,tigapics/6ff4ec6a-66ac-49e4-8216-5414625a312b.jpg,9.0
79,53,271,2,mosquito-yes,tiger-yes,site-no,69684d81-5ef7-4d4e-9da8-a8d9d0baa5db,0.0,31,,tigapics/6ff4ec6a-66ac-49e4-8216-5414625a312b.jpg,9.0
80,53,271,2,mosquito-yes,tiger-yes,site-no,69684d81-5ef7-4d4e-9da8-a8d9d0baa5db,1.0,18,,tigapics/6ff4ec6a-66ac-49e4-8216-5414625a312b.jpg,4.0
81,53,271,2,mosquito-yes,tiger-yes,site-no,69684d81-5ef7-4d4e-9da8-a8d9d0baa5db,0.0,17,,tigapics/6ff4ec6a-66ac-49e4-8216-5414625a312b.jpg,9.0
82,55,273,2,mosquito-yes,tiger-yes,site-no,f2d32254-1881-4c28-91e1-3fd21d79712c,0.0,25,,tigapics/fbaf2396-4c62-4cd9-817c-91a2f73316f7.jpg,9.0
83,55,273,2,mosquito-yes,tiger-yes,site-no,f2d32254-1881-4c28-91e1-3fd21d79712c,0.0,31,,tigapics/fbaf2396-4c62-4cd9-817c-91a2f73316f7.jpg,9.0
84,55,273,2,mosquito-yes,tiger-yes,site-no,f2d32254-1881-4c28-91e1-3fd21d79712c,1.0,18,,tigapics/fbaf2396-4c62-4cd9-817c-91a2f73316f7.jpg,4.0
85,55,273,2,mosquito-yes,tiger-yes,site-no,f2d32254-1881-4c28-91e1-3fd21d79712c,0.0,17,,tigapics/fbaf2396-4c62-4cd9-817c-91a2f73316f7.jpg,9.0
86,62,280,2,mosquito-yes,tiger-yes,site-no,1c28d1b3-ae43-41e3-b7b0-dd83fe8fe75b,0.0,25,,tigapics/407b3a50-f93c-443d-b8bb-c7836cc09727.JPG,9.0
87,62,280,2,mosquito-yes,tiger-yes,site-no,1c28d1b3-ae43-41e3-b7b0-dd83fe8fe75b,-1.0,31,,tigapics/407b3a50-f93c-443d-b8bb-c7836cc09727.JPG,2.0
88,62,280,2,mosquito-yes,tiger-yes,site-no,1c28d1b3-ae43-41e3-b7b0-dd83fe8fe75b,1.0,18,,tigapics/407b3a50-f93c-443d-b8bb-c7836cc09727.JPG,4.0
89,62,280,2,mosquito-yes,tiger-yes,site-no,1c28d1b3-ae43-41e3-b7b0-dd83fe8fe75b,0.0,17,,tigapics/407b3a50-f93c-443d-b8bb-c7836cc09727.JPG,9.0
90,65,283,2,mosquito-no,undefined,site-yes,17d3d3c2-706d-409e-bfc2-05306f6c031e,,24,,tigapics/a57a209a-397a-4d7e-9015-f29d2e119230.jpg,
91,66,284,2,mosquito-no,undefined,site-yes,17d3d3c2-706d-409e-bfc2-05306f6c031e,,24,,tigapics/4987bfe9-8fc1-43ea-bba1-3d2b2ac6f3e2.jpg,
92,67,285,2,mosquito-no,undefined,site-yes,2921c83f-3be8-44c8-9628-2831b2a9068d,,24,,tigapics/88f8306e-489f-42ce-ab70-c00a8a705d8e.jpg,
93,68,286,2,mosquito-no,undefined,site-yes,2921c83f-3be8-44c8-9628-2831b2a9068d,,24,,tigapics/233f4f52-b517-4509-af52-7025331d4484.jpg,
94,69,287,2,mosquito-no,undefined,site-yes,340b2477-d592-49d8-a7e3-e93c72b20548,,24,,tigapics/0a0d12bf-de8b-49e1-934c-9c2ad5f8dc2c.jpg,
95,70,288,2,mosquito-no,undefined,site-yes,340b2477-d592-49d8-a7e3-e93c72b20548,,24,,tigapics/984cf408-e95f-4897-b392-ec27f483cc86.jpg,
96,71,289,2,mosquito-no,undefined,site-yes,4ce43a19-5099-4c05-8255-72b076fb1e57,,24,,tigapics/072ee016-3f9b-43af-87ac-7ae7c19e7a4c.jpg,
97,72,290,2,mosquito-no,undefined,site-yes,4ce43a19-5099-4c05-8255-72b076fb1e57,,24,,tigapics/97fc4d16-4959-4efd-b8e8-d8dc6a984254.jpg,
98,73,291,2,mosquito-no,undefined,site-yes,4ce43a19-5099-4c05-8255-72b076fb1e57,,24,,tigapics/f9980b69-2be6-4117-8592-387500d64eaf.jpg,
99,74,292,2,mosquito-no,undefined,site-yes,95e2c500-7924-4b24-b690-1086eb3df63c,,24,,tigapics/fe9c68d3-0b1c-4412-8f60-3697384b4198.jpg,
100,75,293,2,mosquito-no,undefined,site-yes,95e2c500-7924-4b24-b690-1086eb3df63c,,24,,tigapics/2d14e090-ea6b-42fa-aac5-b46990d2957f.jpg,
101,76,294,2,mosquito-no,undefined,site-yes,1734e655-f450-4876-80dd-45ba56da3ff2,,24,,tigapics/787c24cb-c7ae-43a4-8869-968aca37cdd4.jpg,
102,77,295,2,mosquito-no,undefined,site-yes,1734e655-f450-4876-80dd-45ba56da3ff2,,24,,tigapics/4e01b4de-3b0b-44fa-87c1-ffbd3f0255a2.jpg,
103,78,296,2,mosquito-no,undefined,site-yes,1734e655-f450-4876-80dd-45ba56da3ff2,,24,,tigapics/46983544-fed9-4fae-8f5f-2912cbe00484.jpg,
104,79,297,2,mosquito-no,undefined,site-yes,f132f15f-797a-4a5f-b9cd-c741ff74999f,,24,,tigapics/9bb23f19-d1ae-4f44-b88a-1f894a07826a.jpg,
105,80,298,2,mosquito-no,undefined,site-yes,f132f15f-797a-4a5f-b9cd-c741ff74999f,,24,,tigapics/2f3cb750-566e-4b71-a762-78a56ff97a75.jpg,
106,81,299,2,mosquito-no,undefined,site-yes,84b81ed2-75e7-40d3-8384-76570bff8954,,24,,tigapics/e02ded95-c34d-4691-9589-1607ad98dc83.jpg,
107,82,300,2,mosquito-no,undefined,site-yes,84b81ed2-75e7-40d3-8384-76570bff8954,,24,,tigapics/f4908058-3423-44a4-a37e-d1889bde84b1.jpg,
108,83,301,2,mosquito-no,undefined,site-yes,f226ebd1-48e6-4964-8b69-7c849b477422,,24,,tigapics/811bbea6-2c47-45de-865d-3f556b6c9a31.jpg,
109,84,302,2,mosquito-no,undefined,site-unknown,f226ebd1-48e6-4964-8b69-7c849b477422,,24,,tigapics/477d45f2-08f3-415c-abcc-a45f8dbfd994.jpg,
110,92,310,2,mosquito-yes,tiger-yes,site-no,e2345214-919e-45f1-acb6-f3032f154707,-1.0,31,,tigapics/19b7ed9a-62aa-4e4f-ac31-6ef6f30e4fa7.jpg,2.0
111,92,310,2,mosquito-yes,tiger-yes,site-no,e2345214-919e-45f1-acb6-f3032f154707,0.0,25,,tigapics/19b7ed9a-62aa-4e4f-ac31-6ef6f30e4fa7.jpg,9.0
112,92,310,2,mosquito-yes,tiger-yes,site-no,e2345214-919e-45f1-acb6-f3032f154707,1.0,18,,tigapics/19b7ed9a-62aa-4e4f-ac31-6ef6f30e4fa7.jpg,4.0
113,92,310,2,mosquito-yes,tiger-yes,site-no,e2345214-919e-45f1-acb6-f3032f154707,0.0,17,,tigapics/19b7ed9a-62aa-4e4f-ac31-6ef6f30e4fa7.jpg,9.0
114,93,311,2,mosquito-no,undefined,site-yes,e764d896-bde1-4324-8af2-9a1ada722679,,24,,tigapics/7123c433-6c84-4e6c-a4f0-c23ba3cc33ec.jpg,
115,100,318,2,mosquito-no,undefined,site-yes,6c71ae5d-caaa-4bbf-bdc6-d05bfd46d71a,,24,,tigapics/bd8e0951-8e99-4ba7-a8aa-561822764fb4.jpg,
116,101,319,2,mosquito-no,undefined,site-yes,6c71ae5d-caaa-4bbf-bdc6-d05bfd46d71a,,24,,tigapics/fb75e5dd-3128-44f2-a29e-c76e39251c88.jpg,
117,104,322,2,mosquito-no,undefined,site-unknown,de5419c1-d811-4154-826e-8bdb25edeb9c,,24,,tigapics/96a5e49b-8e3e-440a-83eb-c01d5b514ccb.jpg,
118,105,323,2,mosquito-no,undefined,site-no,de5419c1-d811-4154-826e-8bdb25edeb9c,,24,,tigapics/357bbaee-d7df-42ea-bfec-35e7746bb4ea.jpg,
119,106,324,2,mosquito-no,undefined,site-unknown,de5419c1-d811-4154-826e-8bdb25edeb9c,,24,,tigapics/e35ef253-9299-4012-923c-e7696f7e47d2.jpg,
120,107,325,2,mosquito-yes,tiger-yes,site-no,4f46ff2f-f730-4b4a-9887-52fb36fc4966,,25,,tigapics/795d16cf-9d3c-4a27-9a68-168d65cb93f3.jpg,
121,107,325,2,mosquito-yes,tiger-yes,site-no,4f46ff2f-f730-4b4a-9887-52fb36fc4966,0.0,31,,tigapics/795d16cf-9d3c-4a27-9a68-168d65cb93f3.jpg,9.0
122,107,325,2,mosquito-yes,tiger-yes,site-no,4f46ff2f-f730-4b4a-9887-52fb36fc4966,0.0,18,,tigapics/795d16cf-9d3c-4a27-9a68-168d65cb93f3.jpg,9.0
123,107,325,2,mosquito-yes,tiger-yes,site-no,4f46ff2f-f730-4b4a-9887-52fb36fc4966,0.0,17,,tigapics/795d16cf-9d3c-4a27-9a68-168d65cb93f3.jpg,9.0
124,109,327,2,mosquito-yes,tiger-yes,site-no,4b2dddf7-4384-43fa-9551-cfad2ff6eb59,1.0,31,,tigapics/919ae53c-5dd5-4631-b308-e07e42153c78.jpg,4.0
125,109,327,2,mosquito-yes,tiger-yes,site-no,4b2dddf7-4384-43fa-9551-cfad2ff6eb59,,25,,tigapics/919ae53c-5dd5-4631-b308-e07e42153c78.jpg,
126,109,327,2,mosquito-yes,tiger-yes,site-no,4b2dddf7-4384-43fa-9551-cfad2ff6eb59,0.0,17,,tigapics/919ae53c-5dd5-4631-b308-e07e42153c78.jpg,9.0
127,109,327,2,mosquito-yes,tiger-yes,site-no,4b2dddf7-4384-43fa-9551-cfad2ff6eb59,1.0,18,,tigapics/919ae53c-5dd5-4631-b308-e07e42153c78.jpg,4.0
128,110,328,2,mosquito-yes,tiger-yes,site-no,4b2dddf7-4384-43fa-9551-cfad2ff6eb59,1.0,31,,tigapics/2d089921-7270-4302-bcee-f14ed108806b.jpg,4.0
129,110,328,2,mosquito-yes,tiger-yes,site-no,4b2dddf7-4384-43fa-9551-cfad2ff6eb59,,25,,tigapics/2d089921-7270-4302-bcee-f14ed108806b.jpg,
130,110,328,2,mosquito-yes,tiger-yes,site-no,4b2dddf7-4384-43fa-9551-cfad2ff6eb59,0.0,17,,tigapics/2d089921-7270-4302-bcee-f14ed108806b.jpg,9.0
131,110,328,2,mosquito-yes,tiger-yes,site-no,4b2dddf7-4384-43fa-9551-cfad2ff6eb59,1.0,18,,tigapics/2d089921-7270-4302-bcee-f14ed108806b.jpg,4.0
132,111,329,2,mosquito-yes,tiger-yes,site-no,0ee58ae8-b77a-49d5-975d-6eaf02a374c0,1.0,25,,tigapics/5948a8f2-1b9c-4055-8e07-3d04c0ec0099.jpg,4.0
133,111,329,2,mosquito-yes,tiger-yes,site-no,0ee58ae8-b77a-49d5-975d-6eaf02a374c0,0.0,31,,tigapics/5948a8f2-1b9c-4055-8e07-3d04c0ec0099.jpg,9.0
134,111,329,2,mosquito-yes,tiger-yes,site-no,0ee58ae8-b77a-49d5-975d-6eaf02a374c0,1.0,17,,tigapics/5948a8f2-1b9c-4055-8e07-3d04c0ec0099.jpg,4.0
135,111,329,2,mosquito-yes,tiger-yes,site-no,0ee58ae8-b77a-49d5-975d-6eaf02a374c0,1.0,18,,tigapics/5948a8f2-1b9c-4055-8e07-3d04c0ec0099.jpg,4.0
136,112,330,2,mosquito-yes,tiger-yes,site-no,3ee5eb51-f24c-4ca4-920d-3e46c39c1a0a,1.0,25,,tigapics/59ac03d9-12f2-4cdc-a228-e10a90120ce9.jpg,4.0
137,112,330,2,mosquito-yes,tiger-yes,site-no,3ee5eb51-f24c-4ca4-920d-3e46c39c1a0a,0.0,31,,tigapics/59ac03d9-12f2-4cdc-a228-e10a90120ce9.jpg,9.0
